Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC589YMB,123344,141,1,n/a
NDARAC853CR6,139618,77,1,n/a
NDARAH239PGG,116870,78,1,n/a
NDARAL897CYV,153108,77,1,n/a
NDARAN160GUF,169271,90,1,n/a
NDARAP049KXJ,123849,77,1,n/a
NDARAP457WB5,128681,82,1,n/a
NDARAU939WUK,125066,67,1,n/a
NDARAW216PM7,122334,80,1,n/a
NDARAX075WL9,148351,77,1,n/a
NDARAX722PKY,189337,74,1,n/a
NDARAZ068TNJ,193799,82,1,n/a
NDARBA004KBT,151430,74,1,n/a
NDARBD328NUQ,117224,79,1,n/a
NDARBD992CH7,179448,80,1,n/a
NDARBE719PMB,114869,113,1,n/a
NDARBF042LDM,119035,76,1,n/a
NDARBH019KPD,176765,85,1,n/a
NDARBH728DFK,117120,78,1,n/a
NDARBL170XJX,210290,82,1,n/a
NDARBM370JCB,206807,75,1,n/a
NDARBP398JHL,184056,81,1,n/a
NDARBR533KJZ,119508,80,1,n/a
NDARBU183TDJ,118383,74,1,n/a
NDARBW268XPY,NaN,NaN,0,n/a
NDARBW971DCW,163952,111,1,n/a
NDARBZ444ZHK,121405,90,1,n/a
NDARCB305AFY,122681,75,1,n/a
NDARCC620ZFT,149664,74,1,n/a
NDARCD182XT1,160080,80,1,n/a
NDARCD453JG4,287982,76,1,n/a
NDARCE162VRB,167035,76,1,n/a
NDARCK113CJM,164030,76,1,n/a
NDARCL253KU1,127994,86,1,n/a
NDARCP073AFY,123198,83,1,n/a
NDARCP452ZVH,128112,78,1,n/a
NDARCT277WK9,162925,81,1,n/a
NDARCW058DP8,943811,81,1,n/a
NDARCX021XWF,117013,88,1,n/a
NDARDB033FW5,157874,80,1,n/a
NDARDH214UVC,142669,67,1,n/a
NDARDH220WVH,175089,82,1,n/a
NDARDK794WV3,124096,78,1,n/a
NDARDL377ZT7,143564,108,1,n/a
NDARDL389KT5,128413,77,1,n/a
NDARDR103FJQ,119252,99,1,n/a
NDARDR304HHJ,167248,87,1,n/a
NDARDU314YVY,231978,90,1,n/a
NDARDX173WLD,125354,80,1,n/a
NDAREA730YXX,124310,76,1,n/a
NDAREG350WZ4,239379,87,1,n/a
NDAREL0366HL,163655,84,1,n/a
NDAREL767XXM,261580,88,1,n/a
NDAREP061MTY,123338,77,1,n/a
NDARET484TTP,121475,91,1,n/a
NDAREU890CYJ,NaN,NaN,0,n/a
NDAREW557WZM,121924,75,1,n/a
NDAREW594DC5,854515,80,1,n/a
NDARFA358RJJ,220352,77,1,n/a
NDARFB146TG0,159010,78,1,n/a
NDARFC694PW2,124247,86,1,n/a
NDARFJ372JDJ,151620,86,1,n/a
NDARFJ488VPT,128857,87,1,n/a
NDARFN636ZYB,125197,72,1,n/a
NDARFP841PDJ,175752,77,1,n/a
NDARFR445XKP,202439,78,1,n/a
NDARFR601RDQ,190273,83,1,n/a
NDARFT698LLU,124847,84,1,n/a
NDARGC157LYY,123927,174,1,n/a
NDARGC407NV7,180959,131,1,n/a
NDARGE643MYU,245025,77,1,n/a
NDARGG058DYF,190511,79,1,n/a
NDARGG423UMK,957521,81,1,n/a
NDARGJ392ACY,296240,94,1,n/a
NDARGJ653MG2,165671,79,1,n/a
NDARGM240YJM,179431,78,1,n/a
NDARGU126KC2,119983,78,1,n/a
NDARGV455JV1,118854,78,1,n/a
NDARGW180RV4,123589,75,1,n/a
NDARGX161LRM,122349,79,1,n/a
NDARGY559UL3,126646,110,1,n/a
NDARGY639ANB,178947,73,1,n/a
NDARHB261JMG,192604,80,1,n/a
NDARHC426PAW,149693,67,1,n/a
NDARHD546PDX,139008,77,1,n/a
NDARHE772FWW,123097,77,1,n/a
NDARHE896MYM,141311,81,1,n/a
NDARHF854JX7,194009,76,1,n/a
