Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC589YMB,144388,132,1,n/a
NDARAC853CR6,140040,132,1,n/a
NDARAH239PGG,142523,132,1,n/a
NDARAL897CYV,162450,132,1,n/a
NDARAN160GUF,163906,132,1,n/a
NDARAP049KXJ,144905,132,1,n/a
NDARAP457WB5,160030,132,1,n/a
NDARAU939WUK,143335,132,1,n/a
NDARAW216PM7,212746,132,1,n/a
NDARAX075WL9,138782,132,1,n/a
NDARAX722PKY,182777,132,1,n/a
NDARAZ068TNJ,169575,132,1,n/a
NDARBA004KBT,162620,132,1,n/a
NDARBD328NUQ,138878,132,1,n/a
NDARBD992CH7,147052,132,1,n/a
NDARBE719PMB,142087,132,1,n/a
NDARBF042LDM,148673,132,1,n/a
NDARBH019KPD,148972,132,1,n/a
NDARBH728DFK,139138,132,1,n/a
NDARBL170XJX,148492,132,1,n/a
NDARBM370JCB,142602,132,1,n/a
NDARBP398JHL,224251,132,1,n/a
NDARBR533KJZ,165482,132,1,n/a
NDARBU183TDJ,187407,132,1,n/a
NDARBW268XPY,214333,132,1,n/a
NDARBW971DCW,223026,132,1,n/a
NDARBZ444ZHK,144302,132,1,n/a
NDARCB305AFY,145429,132,1,n/a
NDARCC620ZFT,445061,132,1,n/a
NDARCD182XT1,146871,132,1,n/a
NDARCD453JG4,NaN,NaN,0,n/a
NDARCE162VRB,144122,132,1,n/a
NDARCK113CJM,145360,132,1,n/a
NDARCL253KU1,NaN,NaN,0,n/a
NDARCP073AFY,NaN,NaN,0,n/a
NDARCP452ZVH,153044,132,1,n/a
NDARCT277WK9,144236,132,1,n/a
NDARCW058DP8,194890,132,1,n/a
NDARCX021XWF,162485,132,1,n/a
NDARDB033FW5,138195,132,1,n/a
NDARDH214UVC,182749,132,1,n/a
NDARDH220WVH,175936,132,1,n/a
NDARDK794WV3,151513,132,1,n/a
NDARDL377ZT7,146920,132,1,n/a
NDARDL389KT5,156850,132,1,n/a
NDARDR103FJQ,197837,132,1,n/a
NDARDR304HHJ,142033,132,1,n/a
NDARDU314YVY,NaN,NaN,0,n/a
NDARDX173WLD,185916,132,1,n/a
NDAREA730YXX,161024,132,1,n/a
NDAREG350WZ4,218627,132,1,n/a
NDAREL0366HL,140772,132,1,n/a
NDAREL767XXM,141479,132,1,n/a
NDAREP061MTY,193678,132,1,n/a
NDARET484TTP,142505,132,1,n/a
NDAREU890CYJ,NaN,NaN,0,n/a
NDAREW557WZM,142567,132,1,n/a
NDAREW594DC5,154481,132,1,n/a
NDARFA358RJJ,147951,132,1,n/a
NDARFB146TG0,253903,132,1,n/a
NDARFC694PW2,140744,132,1,n/a
NDARFJ372JDJ,NaN,NaN,0,n/a
NDARFJ488VPT,162259,132,1,n/a
NDARFN636ZYB,200672,132,1,n/a
NDARFP841PDJ,146548,132,1,n/a
NDARFR445XKP,183532,132,1,n/a
NDARFR601RDQ,149484,132,1,n/a
NDARFT698LLU,159501,132,1,n/a
NDARGC157LYY,209892,132,1,n/a
NDARGC407NV7,140820,132,1,n/a
NDARGE643MYU,142169,132,1,n/a
NDARGG058DYF,165523,132,1,n/a
NDARGG423UMK,163539,132,1,n/a
NDARGJ392ACY,162729,132,1,n/a
NDARGJ653MG2,146903,132,1,n/a
NDARGM240YJM,149214,132,1,n/a
NDARGU126KC2,140792,132,1,n/a
NDARGV455JV1,144851,132,1,n/a
NDARGW180RV4,140631,132,1,n/a
NDARGX161LRM,320271,132,1,n/a
NDARGY559UL3,143927,132,1,n/a
NDARGY639ANB,178712,132,1,n/a
NDARHB261JMG,167794,132,1,n/a
NDARHC426PAW,NaN,NaN,0,n/a
NDARHD546PDX,174525,132,1,n/a
NDARHE772FWW,NaN,NaN,0,n/a
NDARHE896MYM,139273,132,1,n/a
NDARHF854JX7,129594,130,1,n/a
NDARHM282EJ4,170961,132,1,n/a
NDARHN386FXX,168790,132,1,n/a
NDARHR484PZP,146576,132,1,n/a
NDARHR690ZAM,165651,132,1,n/a
NDARHT403JJJ,172975,132,1,n/a
NDARHT524ET0,195810,132,1,n/a
NDARHV260FPW,158190,132,1,n/a
NDARHV358ZCU,210925,132,1,n/a
NDARHV423JV3,NaN,NaN,0,n/a
NDARHV885JFU,160785,132,1,n/a
NDARHW808VDT,178674,132,1,n/a
NDARJA356XHT,139243,132,1,n/a
NDARJD704KEM,180689,132,1,n/a
NDARJH773JTJ,179312,132,1,n/a
NDARJJ173BRX,141647,132,1,n/a
NDARJJ345VHW,NaN,NaN,0,n/a
NDARJK995KMG,239330,132,1,n/a
NDARJL025LWZ,NaN,NaN,0,n/a
NDARJR437DJH,143009,132,1,n/a
NDARJW888AJ2,202506,132,1,n/a
NDARJW989EM6,141271,132,1,n/a
NDARKB712GAP,142885,132,1,n/a
NDARKH168MC1,140254,132,1,n/a
NDARKL053DWW,152536,132,1,n/a
NDARKM805EFA,152310,132,1,n/a
NDARKM823HJ7,148023,132,1,n/a
NDARKR391CMV,139509,132,1,n/a
NDARLC770YL9,153911,132,1,n/a
NDARLE282UHJ,140762,132,1,n/a
NDARLJ472DLM,157664,132,1,n/a
NDARLK690ZK9,151660,132,1,n/a
NDARLL181EGQ,143473,132,1,n/a
NDARLL572UP2,174353,132,1,n/a
NDARLM877UZM,176827,132,1,n/a
NDARLR586MPX,NaN,NaN,0,n/a
NDARLY465LNP,151604,132,1,n/a
NDARLY867ZD4,147939,132,1,n/a
NDARMA629XDR,163338,132,1,n/a
NDARMD987YR6,280239,132,1,n/a
NDARMK046ZRK,154766,132,1,n/a
NDARMK100DJR,136258,132,1,n/a
NDARMT575KF6,164546,132,1,n/a
NDARMU280FXT,173994,132,1,n/a
NDARMZ936WYB,170466,132,1,n/a
