Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC589YMB,86192,4,1,n/a
NDARAC853CR6,86193,4,1,n/a
NDARAH239PGG,86169,4,1,n/a
NDARAL897CYV,86150,4,1,n/a
NDARAN160GUF,86172,4,1,n/a
NDARAP049KXJ,86251,4,1,n/a
NDARAP457WB5,86223,4,1,n/a
NDARAU939WUK,86058,4,1,n/a
NDARAW216PM7,86219,4,1,n/a
NDARAX075WL9,86202,4,1,n/a
NDARAX722PKY,86227,4,1,n/a
NDARAZ068TNJ,86168,4,1,n/a
NDARBA004KBT,86170,4,1,n/a
NDARBD328NUQ,86176,4,1,n/a
NDARBD992CH7,86174,4,1,n/a
NDARBE719PMB,86166,4,1,n/a
NDARBF042LDM,86189,4,1,n/a
NDARBH019KPD,86217,4,1,n/a
NDARBH728DFK,86053,4,1,n/a
NDARBL170XJX,86152,4,1,n/a
NDARBM370JCB,86165,4,1,n/a
NDARBP398JHL,86192,4,1,n/a
NDARBR533KJZ,86201,4,1,n/a
NDARBU183TDJ,86183,4,1,n/a
NDARBW268XPY,86227,4,1,n/a
NDARBW971DCW,86706,4,1,n/a
NDARBZ444ZHK,86165,4,1,n/a
NDARCB305AFY,86171,4,1,n/a
NDARCC620ZFT,86086,4,1,n/a
NDARCD182XT1,86161,4,1,n/a
NDARCD453JG4,86067,4,1,n/a
NDARCE162VRB,86157,4,1,n/a
NDARCK113CJM,86171,4,1,n/a
NDARCL253KU1,NaN,NaN,0,n/a
NDARCP073AFY,100487,5,1,n/a
NDARCP452ZVH,86207,4,1,n/a
NDARCT277WK9,86204,4,1,n/a
NDARCW058DP8,86211,4,1,n/a
NDARCX021XWF,86168,4,1,n/a
NDARDB033FW5,86198,4,1,n/a
NDARDH214UVC,86076,4,1,n/a
NDARDH220WVH,86105,4,1,n/a
NDARDK794WV3,86196,4,1,n/a
NDARDL377ZT7,86185,4,1,n/a
NDARDL389KT5,86193,4,1,n/a
NDARDR103FJQ,86199,4,1,n/a
NDARDR304HHJ,86196,4,1,n/a
NDARDU314YVY,92217,5,1,n/a
NDARDX173WLD,86195,4,1,n/a
NDAREA730YXX,86196,4,1,n/a
NDAREG350WZ4,86198,4,1,n/a
NDAREL0366HL,86185,4,1,n/a
NDAREL767XXM,86061,4,1,n/a
NDAREP061MTY,86175,4,1,n/a
NDARET484TTP,86209,4,1,n/a
NDAREU890CYJ,87135,4,1,n/a
NDAREW557WZM,86194,4,1,n/a
NDAREW594DC5,86193,4,1,n/a
NDARFA358RJJ,86227,4,1,n/a
NDARFB146TG0,86179,4,1,n/a
NDARFC694PW2,86188,4,1,n/a
NDARFJ372JDJ,98661,5,1,n/a
NDARFJ488VPT,86688,4,1,n/a
NDARFN636ZYB,86161,4,1,n/a
NDARFP841PDJ,86195,4,1,n/a
NDARFR445XKP,86171,4,1,n/a
NDARFR601RDQ,86182,4,1,n/a
NDARFT698LLU,86178,4,1,n/a
NDARGC157LYY,86182,4,1,n/a
NDARGC407NV7,100863,5,1,n/a
NDARGE643MYU,86235,4,1,n/a
NDARGG058DYF,86156,4,1,n/a
NDARGG423UMK,86181,4,1,n/a
NDARGJ392ACY,86162,4,1,n/a
NDARGJ653MG2,86178,4,1,n/a
NDARGM240YJM,86204,4,1,n/a
NDARGU126KC2,86184,4,1,n/a
NDARGV455JV1,86242,4,1,n/a
NDARGW180RV4,86177,4,1,n/a
NDARGX161LRM,86250,4,1,n/a
NDARGY559UL3,86047,4,1,n/a
NDARGY639ANB,86171,4,1,n/a
NDARHB261JMG,86153,4,1,n/a
NDARHC426PAW,NaN,NaN,0,n/a
NDARHD546PDX,86191,4,1,n/a
NDARHE772FWW,86482,4,1,n/a
NDARHE896MYM,86178,4,1,n/a
NDARHF854JX7,NaN,NaN,0,n/a
NDARHM282EJ4,86175,4,1,n/a
NDARHN386FXX,86196,4,1,n/a
NDARHR484PZP,86159,4,1,n/a
NDARHR690ZAM,86167,4,1,n/a
NDARHT403JJJ,86709,4,1,n/a
NDARHT524ET0,86173,4,1,n/a
NDARHV260FPW,86219,4,1,n/a
NDARHV358ZCU,86173,4,1,n/a
NDARHV423JV3,86191,4,1,n/a
NDARHV885JFU,86174,4,1,n/a
NDARHW808VDT,NaN,NaN,0,n/a
NDARJA356XHT,86156,4,1,n/a
NDARJD704KEM,86173,4,1,n/a
NDARJH773JTJ,86086,4,1,n/a
NDARJJ173BRX,86161,4,1,n/a
NDARJJ345VHW,98440,5,1,n/a
NDARJK995KMG,86200,4,1,n/a
NDARJL025LWZ,86070,4,1,n/a
NDARJR437DJH,86163,4,1,n/a
NDARJW888AJ2,86184,4,1,n/a
NDARJW989EM6,NaN,NaN,0,n/a
NDARKB712GAP,86051,4,1,n/a
NDARKH168MC1,86221,4,1,n/a
NDARKL053DWW,86158,4,1,n/a
NDARKM805EFA,86170,4,1,n/a
NDARKM823HJ7,86170,4,1,n/a
NDARKR391CMV,86048,4,1,n/a
NDARLC770YL9,86220,4,1,n/a
NDARLE282UHJ,86171,4,1,n/a
NDARLJ472DLM,87056,4,1,n/a
NDARLK690ZK9,86170,4,1,n/a
NDARLL181EGQ,86057,4,1,n/a
NDARLL572UP2,86066,4,1,n/a
NDARLM877UZM,86063,4,1,n/a
NDARLR586MPX,99418,5,1,n/a
NDARLY465LNP,86187,4,1,n/a
NDARLY867ZD4,86102,4,1,n/a
NDARMA629XDR,86182,4,1,n/a
NDARMD987YR6,86184,4,1,n/a
NDARMK046ZRK,87228,4,1,n/a
NDARMK100DJR,186773,7,1,n/a
NDARMT575KF6,86170,4,1,n/a
NDARMU280FXT,86169,4,1,n/a
NDARMZ936WYB,86213,4,1,n/a
NDARNA055LLN,86277,4,1,n/a
NDARNB032ZLC,86197,4,1,n/a
NDARNB738TM9,86172,4,1,n/a
NDARNC287MK5,86196,4,1,n/a
NDARNH170TJU,86188,4,1,n/a
NDARNH285EWA,86193,4,1,n/a
NDARNH766CU7,86144,4,1,n/a
NDARNJ950EFG,86198,4,1,n/a
NDARNM838ABN,86173,4,1,n/a
NDARNN042YCH,86196,4,1,n/a
NDARNT277FMR,86174,4,1,n/a
NDARNX477HZ4,86176,4,1,n/a
NDARNX562GP3,127464,5,1,n/a
NDARNZ433DDH,86185,4,1,n/a
NDARPD572XRC,86170,4,1,n/a
NDARPE623MBW,86150,4,1,n/a
NDARPE838DC5,86209,4,1,n/a
NDARPF362VH8,86186,4,1,n/a
NDARPH105ZFF,86213,4,1,n/a
NDARPK337CLE,86181,4,1,n/a
NDARPL440BX5,86169,4,1,n/a
NDARPL651MD5,86246,4,1,n/a
NDARPM172XGD,86192,4,1,n/a
NDARPR799VX4,86171,4,1,n/a
NDARPT417LW6,86162,4,1,n/a
NDARPU981GWF,86192,4,1,n/a
NDARPV412JEN,86195,4,1,n/a
NDARPW746FWF,86187,4,1,n/a
NDARPX661BF1,86168,4,1,n/a
NDARPY302MV9,86206,4,1,n/a
NDARRL379BET,86244,4,1,n/a
NDARRR464UTB,86181,4,1,n/a
NDARRR633WLE,NaN,NaN,0,n/a
NDARRW481GFE,86194,4,1,n/a
NDARRW536ZM2,86193,4,1,n/a
NDARRX138MLG,86166,4,1,n/a
NDARRY792KY1,86202,4,1,n/a
NDARTA920XFC,86195,4,1,n/a
NDARTB003FDD,86217,4,1,n/a
NDARTE553VC1,86223,4,1,n/a
NDARTF079JGU,86199,4,1,n/a
NDARTK524HRR,86680,4,1,n/a
NDARTK667PGK,86200,4,1,n/a
NDARTL878RZ2,86190,4,1,n/a
NDARTP307VUC,86172,4,1,n/a
NDARTV480WBU,86183,4,1,n/a
NDARTW567YUQ,86662,4,1,n/a
NDARUB119BLT,86189,4,1,n/a
NDARUE605HGP,86163,4,1,n/a
NDARUF170ABA,86128,4,1,n/a
NDARUF850XKH,86065,4,1,n/a
NDARUH536DUK,86071,4,1,n/a
NDARUL160DMT,86052,4,1,n/a
NDARUL290YKN,86178,4,1,n/a
NDARUL636NGK,86084,4,1,n/a
NDARUL694GYN,86042,4,1,n/a
NDARUM721FCJ,86688,4,1,n/a
NDARUT880HVY,86191,4,1,n/a
NDARUU314RH7,86056,4,1,n/a
NDARUU939VRT,86205,4,1,n/a
NDARUX187JTB,86209,4,1,n/a
NDARUX911VE1,86190,4,1,n/a
NDARUY024RVP,86178,4,1,n/a
NDARUY825AKX,86168,4,1,n/a
NDARVB587ECK,86156,4,1,n/a
NDARVB727UJC,86175,4,1,n/a
NDARVF852TZ4,86175,4,1,n/a
NDARVG777EUZ,86158,4,1,n/a
NDARVN020FRK,86194,4,1,n/a
NDARVU416CR6,86196,4,1,n/a
NDARWA606FWB,86221,4,1,n/a
NDARWF514TW5,86062,4,1,n/a
NDARWF593BNF,86046,4,1,n/a
NDARWL656URE,NaN,NaN,0,n/a
NDARWN739ED2,86210,4,1,n/a
NDARWP157RYM,86063,4,1,n/a
NDARWP458FH7,86681,4,1,n/a
NDARWV769JM7,86162,4,1,n/a
NDARWZ115KC6,86170,4,1,n/a
NDARXC055JGA,106942,7,1,n/a
NDARXG961UAB,86169,4,1,n/a
NDARXJ896XFC,714,2,0,n/a
NDARXK893KLX,86185,4,1,n/a
NDARXL801JVG,86190,4,1,n/a
NDARXT196WPG,86208,4,1,n/a
NDARXV209WYA,86064,4,1,n/a
NDARXV291ATY,86220,4,1,n/a
NDARXW276NXN,86121,4,1,n/a
NDARXZ850KHQ,NaN,NaN,0,n/a
NDARYA379LKT,86065,4,1,n/a
NDARYA675XXA,NaN,NaN,0,n/a
NDARYD585PXP,86151,4,1,n/a
NDARYE017HZA,86181,4,1,n/a
NDARYE155BLQ,86156,4,1,n/a
NDARYG419DKQ,86208,4,1,n/a
NDARYJ245AAD,86069,4,1,n/a
NDARYK042VMG,86235,4,1,n/a
NDARYK772JH8,86183,4,1,n/a
