Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC589YMB,60469,4,1,n/a
NDARAC853CR6,59581,4,1,n/a
NDARAH239PGG,60466,4,1,n/a
NDARAL897CYV,60607,4,1,n/a
NDARAN160GUF,59590,4,1,n/a
NDARAP049KXJ,102198,7,1,n/a
NDARAP457WB5,59595,4,1,n/a
NDARAU939WUK,59944,4,1,n/a
NDARAW216PM7,59622,4,1,n/a
NDARAX075WL9,59587,4,1,n/a
NDARAX722PKY,60599,4,1,n/a
NDARAZ068TNJ,59603,4,1,n/a
NDARBA004KBT,83533,7,1,n/a
NDARBD328NUQ,61219,4,1,n/a
NDARBD992CH7,59635,4,1,n/a
NDARBE719PMB,59569,4,1,n/a
NDARBF042LDM,59601,4,1,n/a
NDARBH019KPD,59577,4,1,n/a
NDARBH728DFK,59985,4,1,n/a
NDARBL170XJX,60519,4,1,n/a
NDARBM370JCB,60578,4,1,n/a
NDARBP398JHL,60658,4,1,n/a
NDARBR533KJZ,60556,4,1,n/a
NDARBU183TDJ,60510,4,1,n/a
NDARBW268XPY,59610,4,1,n/a
NDARBW971DCW,125863,7,1,n/a
NDARBZ444ZHK,61082,4,1,n/a
NDARCB305AFY,60609,4,1,n/a
NDARCC620ZFT,59520,4,1,n/a
NDARCD182XT1,59608,4,1,n/a
NDARCD453JG4,59914,4,1,n/a
NDARCE162VRB,88138,7,1,n/a
NDARCK113CJM,60507,4,1,n/a
NDARCL253KU1,NaN,NaN,0,n/a
NDARCP073AFY,117662,5,1,n/a
NDARCP452ZVH,59603,4,1,n/a
NDARCT277WK9,59613,4,1,n/a
NDARCW058DP8,59617,4,1,n/a
NDARCX021XWF,60501,4,1,n/a
NDARDB033FW5,59588,4,1,n/a
NDARDH214UVC,59935,4,1,n/a
NDARDH220WVH,59554,4,1,n/a
NDARDK794WV3,59575,4,1,n/a
NDARDL377ZT7,60551,4,1,n/a
NDARDL389KT5,59602,4,1,n/a
NDARDR103FJQ,61055,4,1,n/a
NDARDR304HHJ,59596,4,1,n/a
NDARDU314YVY,75174,5,1,n/a
NDARDX173WLD,60508,4,1,n/a
NDAREA730YXX,59611,4,1,n/a
NDAREG350WZ4,60579,4,1,n/a
NDAREL0366HL,78712,7,1,n/a
NDAREL767XXM,61619,4,1,n/a
NDAREP061MTY,60527,4,1,n/a
NDARET484TTP,60540,4,1,n/a
NDAREU890CYJ,NaN,NaN,0,n/a
NDAREW557WZM,59572,4,1,n/a
NDAREW594DC5,59601,4,1,n/a
NDARFA358RJJ,82839,7,1,n/a
NDARFB146TG0,59603,4,1,n/a
NDARFC694PW2,60564,4,1,n/a
NDARFJ372JDJ,79080,5,1,n/a
NDARFJ488VPT,60433,4,1,n/a
NDARFN636ZYB,61143,4,1,n/a
NDARFP841PDJ,59577,4,1,n/a
NDARFR445XKP,59594,4,1,n/a
NDARFR601RDQ,59688,4,1,n/a
NDARFT698LLU,60517,4,1,n/a
NDARGC157LYY,59610,4,1,n/a
NDARGC407NV7,75820,5,1,n/a
NDARGE643MYU,59781,4,1,n/a
NDARGG058DYF,59613,4,1,n/a
NDARGG423UMK,59564,4,1,n/a
NDARGJ392ACY,59600,4,1,n/a
NDARGJ653MG2,59614,4,1,n/a
NDARGM240YJM,84375,7,1,n/a
NDARGU126KC2,59619,4,1,n/a
NDARGV455JV1,59612,4,1,n/a
NDARGW180RV4,59582,4,1,n/a
NDARGX161LRM,59625,4,1,n/a
NDARGY559UL3,59942,4,1,n/a
NDARGY639ANB,60560,4,1,n/a
NDARHB261JMG,60628,4,1,n/a
NDARHC426PAW,60545,3,1,n/a
NDARHD546PDX,59600,4,1,n/a
NDARHE772FWW,NaN,NaN,0,n/a
NDARHE896MYM,60475,4,1,n/a
NDARHF854JX7,217223,5,0,n/a
NDARHM282EJ4,115848,7,1,n/a
NDARHN386FXX,59590,4,1,n/a
NDARHR484PZP,60596,4,1,n/a
NDARHR690ZAM,59582,4,1,n/a
NDARHT403JJJ,59669,4,1,n/a
NDARHT524ET0,59627,4,1,n/a
NDARHV260FPW,59590,4,1,n/a
NDARHV358ZCU,59583,4,1,n/a
NDARHV423JV3,59590,4,1,n/a
NDARHV885JFU,60562,4,1,n/a
NDARHW808VDT,81059,7,1,n/a
NDARJA356XHT,59937,4,1,n/a
NDARJD704KEM,60481,4,1,n/a
NDARJH773JTJ,59501,4,1,n/a
NDARJJ173BRX,60450,4,1,n/a
NDARJJ345VHW,72529,5,1,n/a
NDARJK995KMG,59590,4,1,n/a
NDARJL025LWZ,59969,4,1,n/a
NDARJR437DJH,59587,4,1,n/a
NDARJW888AJ2,60528,4,1,n/a
NDARJW989EM6,59953,4,1,n/a
NDARKB712GAP,59938,4,1,n/a
NDARKH168MC1,59591,4,1,n/a
NDARKL053DWW,59569,4,1,n/a
NDARKM805EFA,59561,4,1,n/a
NDARKM823HJ7,60489,4,1,n/a
NDARKR391CMV,59489,4,1,n/a
NDARLC770YL9,61083,4,1,n/a
NDARLE282UHJ,59603,4,1,n/a
NDARLJ472DLM,59492,4,1,n/a
NDARLK690ZK9,59620,4,1,n/a
NDARLL181EGQ,59497,4,1,n/a
